stream_crossing_id,modelled_crossing_id,linear_feature_id,watershed_group_code,reviewer,notes
62435,NA,NA,ELKR,NA,NA
62480,NA,NA,ELKR,NA,NA
62481,NA,NA,ELKR,NA,NA
62482,4604239,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62484,4604240,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62485,4604212,NA,ELKR,NA,NA
62486,NA,NA,ELKR,NA,NA
62487,4604238,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62488,NA,NA,ELKR,NA,NA
62490,NA,NA,ELKR,NA,NA
62491,4607006,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62492,NA,NA,ELKR,NA,NA
62493,4605734,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62494,4602536,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62495,NA,706828916,ELKR,NA,NA
62496,4602535,NA,ELKR,NA,NA
62497,4601163,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62498,4605609,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
62499,4601150,NA,ELKR,NA,NA
62500,NA,NA,ELKR,NA,NA
62501,4605593,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62502,4602534,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
62503,24703992,NA,ELKR,NA,NA
62504,NA,NA,ELKR,NA,NA
62505,4602146,NA,ELKR,NA,NA
62506,NA,NA,ELKR,NA,NA
62507,NA,NA,ELKR,NA,NA
62509,4600636,NA,ELKR,NA,NA
62510,NA,NA,ELKR,NA,NA
62511,NA,NA,ELKR,NA,NA
62512,NA,NA,ELKR,SN,not on mapped stream
62514,NA,NA,ELKR,NA,NA
62515,4602184,NA,ELKR,NA,NA
62516,NA,NA,ELKR,NA,NA
62517,NA,NA,ELKR,NA,NA
62518,NA,NA,ELKR,NA,NA
62520,NA,NA,ELKR,NA,NA
62521,NA,NA,ELKR,NA,NA
62522,NA,NA,ELKR,NA,NA
62523,4600635,NA,ELKR,NA,NA
102964,4600959,NA,ELKR,NA,NA
102968,4604259,NA,ELKR,NA,NA
102970,4600617,NA,ELKR,NA,NA
102971,4604230,NA,ELKR,NA,NA
102972,4600119,NA,ELKR,NA,NA
102974,24706514,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
102977,NA,NA,ELKR,NA,NA
102978,4601481,NA,ELKR,NA,NA
102980,NA,NA,ELKR,NJO,Not on a mapped stream
102984,NA,NA,ELKR,NA,NA
102987,NA,NA,ELKR,NA,NA
102988,NA,NA,ELKR,NA,NA
102989,NA,706835685,ELKR,NA,NA
102990,4601443,NA,ELKR,NA,NA
102991,NA,NA,ELKR,NA,NA
102992,4602433,NA,ELKR,NA,NA
102993,4601432,NA,ELKR,NA,NA
102994,4601385,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
102996,NA,NA,ELKR,NJO,Not on a mapped stream
102997,4600817,NA,ELKR,NA,NA
102999,NA,NA,ELKR,NA,NA
103000,NA,NA,ELKR,NA,NA
103001,4600122,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
103003,24706689,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
103004,4600359,NA,ELKR,NA,NA
103006,4607456,NA,ELKR,NA,NA
103007,4607167,NA,ELKR,NA,NA
103008,NA,706840673,ELKR,NA,NA
103009,4607460,NA,ELKR,NA,NA
103010,4607562,NA,ELKR,NA,NA
103011,NA,NA,ELKR,NA,NA
103012,NA,NA,ELKR,NA,NA
103013,NA,706843359,ELKR,NA,NA
103014,NA,706843359,ELKR,NA,NA
103015,NA,NA,ELKR,NJO,Not on a mapped stream
103017,4600117,NA,ELKR,NA,NA
103019,24706516,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
103022,4606191,NA,ELKR,NA,NA
103024,NA,706840348,ELKR,NA,NA
103025,24706694,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
103032,4606361,NA,ELKR,NA,NA
103033,4602340,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
103035,4600781,NA,ELKR,NA,NA
103037,4605195,NA,ELKR,NA,NA
103038,4606232,NA,ELKR,NA,NA
103039,4606231,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
103040,4606238,NA,ELKR,NA,NA
103042,4600716,NA,ELKR,NA,NA
103043,4600717,NA,ELKR,NA,NA
103044,4606236,NA,ELKR,NA,NA
103045,4605567,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
103047,4602328,NA,ELKR,NA,NA
103050,4605366,NA,ELKR,NA,NA
103051,4600773,NA,ELKR,NA,NA
103052,4605369,NA,ELKR,NA,NA
103055,NA,NA,ELKR,NA,NA
103056,4601538,NA,ELKR,NA,NA
103057,NA,NA,ELKR,NA,NA
103058,4602100,NA,ELKR,NA,NA
103059,4606397,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
112317,4600271,NA,ELKR,NA,NA
112318,NA,NA,ELKR,NA,NA
112319,4601232,NA,ELKR,NA,NA
112320,4606297,NA,ELKR,NA,NA
112321,4603161,NA,ELKR,NA,NA
112322,4606291,NA,ELKR,NA,NA
112323,4605613,NA,ELKR,NA,NA
112324,4600278,NA,ELKR,NA,NA
112325,4607158,NA,ELKR,NA,NA
112326,4600279,NA,ELKR,NA,NA
112327,24706563,NA,ELKR,NA,NA
112328,24706512,NA,ELKR,NA,NA
112329,4606300,NA,ELKR,NA,NA
112330,4606304,NA,ELKR,NA,NA
112331,NA,NA,ELKR,NA,NA
112332,4600321,NA,ELKR,NA,NA
112333,4606301,NA,ELKR,NA,NA
112334,4606298,NA,ELKR,NA,NA
112335,NA,NA,ELKR,NA,NA
112336,NA,706832864,ELKR,NA,NA
112337,4606616,NA,ELKR,NA,NA
112338,NA,NA,ELKR,NA,NA
112339,4606303,NA,ELKR,NA,NA
112340,4606295,NA,ELKR,NA,NA
112341,NA,NA,ELKR,NA,NA
112342,4602529,NA,ELKR,NA,NA
112343,4605611,NA,ELKR,NA,NA
112344,4605614,NA,ELKR,NA,NA
112345,4605611,NA,ELKR,SN,matched to nearest modelled crossing within 15m (instream)
112346,4607415,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
112347,4606885,NA,ELKR,NJO,Matched to closest stream model (Manual Review)
112348,NA,NA,ELKR,NJO,Not on a mapped stream
112349,NA,NA,ELKR,NA,NA
112350,NA,NA,ELKR,NA,NA
112351,NA,NA,ELKR,NA,NA
112352,4606293,NA,ELKR,NA,NA
112353,4606302,NA,ELKR,NA,NA
123224,NA,NA,BULK,NA,NA
123340,1804471,NA,BULK,NA,NA
123341,1804472,NA,BULK,NA,NA
123342,1803816,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123343,1804434,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123344,1804433,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123345,1803822,NA,BULK,NA,NA
123346,1803824,NA,BULK,NA,NA
123347,1805826,NA,BULK,NA,NA
123348,1802476,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123349,1802477,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123350,1805629,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123351,1800097,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123352,1806002,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123353,1802446,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123354,1801917,NA,BULK,NA,NA
123355,1800700,NA,BULK,NA,NA
123356,1801940,NA,BULK,NA,NA
123357,1803823,NA,BULK,NA,NA
123358,NA,NA,BULK,NA,NA
123359,1801711,NA,BULK,NA,NA
123360,1802449,NA,BULK,NA,NA
123361,1801723,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123362,NA,NA,BULK,NA,NA
123363,1802260,NA,BULK,NA,NA
123364,NA,NA,BULK,NJO,Not on a mapped stream
123365,1800262,NA,BULK,NA,NA
123366,1802487,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123367,1800261,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123368,NA,17064215,BULK,NA,NA
123369,NA,17060784,BULK,NA,NA
123370,NA,17060798,BULK,NA,NA
123371,NA,NA,BULK,NA,NA
123372,1801331,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123373,1800273,NA,BULK,NA,NA
123374,1800273,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123375,1800131,NA,BULK,NA,NA
123376,1800413,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123377,1800404,NA,BULK,NA,NA
123378,1802474,NA,BULK,NA,NA
123379,NA,NA,BULK,NA,NA
123380,1800544,NA,BULK,NA,NA
123381,NA,NA,BULK,NJO,Not on a mapped stream
123382,1802470,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123383,1802288,NA,BULK,NA,NA
123384,NA,17074495,BULK,NA,NA
123385,NA,17074579,BULK,NA,NA
123386,NA,NA,BULK,NA,NA
123387,1802812,NA,BULK,NA,NA
123388,1802821,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123389,1800264,NA,BULK,NA,NA
123390,NA,17059149,BULK,NA,NA
123391,1802823,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123392,1800104,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123393,1800265,NA,BULK,NA,NA
123394,1801337,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123395,1802810,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123396,1801321,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123398,1800268,NA,BULK,NA,NA
123399,1800103,NA,BULK,NA,NA
123400,1800103,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123401,1800102,NA,BULK,NA,NA
123402,NA,17052391,BULK,NA,NA
123403,NA,17052391,BULK,NA,NA
123404,NA,NA,BULK,NA,NA
123405,1801387,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123406,1801388,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123407,1805117,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123408,1805119,NA,BULK,NA,NA
123409,1805057,NA,BULK,NA,NA
123410,1801273,NA,BULK,NA,NA
123411,1802814,NA,BULK,NA,NA
123412,1802815,NA,BULK,NA,NA
123413,1800270,NA,BULK,NA,NA
123414,1802800,NA,BULK,NA,NA
123415,NA,NA,BULK,NA,NA
123416,1802805,NA,BULK,NA,NA
123417,1802805,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123418,1801269,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123419,1802806,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123420,1802807,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123421,1800105,NA,BULK,NA,NA
123422,1802830,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123423,NA,NA,BULK,NA,NA
123424,NA,17055617,BULK,NA,NA
123425,1801266,NA,BULK,NA,NA
123426,1800106,NA,BULK,NA,NA
123427,1800276,NA,BULK,NA,NA
123428,1802835,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123429,1800278,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123430,1802834,NA,BULK,NA,NA
123431,1800107,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123433,1801392,NA,BULK,NA,NA
123434,1800282,NA,BULK,NA,NA
123435,1805342,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123436,1803729,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123437,1800280,NA,BULK,NA,NA
123438,NA,17046369,BULK,NA,NA
123439,1801461,NA,BULK,NA,NA
123440,NA,17045879,BULK,NA,NA
123441,1801436,NA,BULK,NA,NA
123442,1802782,NA,BULK,NA,NA
123444,1802783,NA,BULK,NA,NA
123445,1800114,NA,BULK,NA,NA
123446,1800285,NA,BULK,NA,NA
123447,1801349,NA,BULK,NA,NA
123448,NA,NA,BULK,NA,NA
123449,1801350,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123450,NA,NA,BULK,NA,NA
123451,1802339,NA,BULK,NA,NA
123452,1802338,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123453,NA,NA,BULK,NA,NA
123454,NA,17046489,BULK,NA,NA
123455,1800288,NA,BULK,NA,NA
123456,1801450,NA,BULK,NA,NA
123457,1801352,NA,BULK,NA,NA
123458,1802515,NA,BULK,NA,NA
123459,1802769,NA,BULK,NA,NA
123460,NA,17045120,BULK,NA,NA
123461,1802766,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123462,1802826,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123463,1800286,NA,BULK,NA,NA
123464,1802959,NA,BULK,NA,NA
123480,1800834,NA,BULK,NA,NA
123481,1802770,NA,BULK,NA,NA
123482,1800831,NA,BULK,NA,NA
123483,NA,17045743,BULK,NA,NA
123484,1800830,NA,BULK,NA,NA
123485,1800835,NA,BULK,NA,NA
123486,24704502,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123487,1800390,NA,BULK,NA,NA
123488,1802827,NA,BULK,NA,NA
123489,1800022,NA,BULK,NA,NA
123490,1805509,NA,BULK,NA,NA
123491,1802409,NA,BULK,NA,NA
123492,1800824,NA,BULK,NA,NA
123493,1800389,NA,BULK,NA,NA
123494,1800388,NA,BULK,NA,NA
123495,1800387,NA,BULK,NA,NA
123496,1800828,NA,BULK,NA,NA
123497,1800823,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123498,1800822,NA,BULK,NA,NA
123499,1802951,NA,BULK,NA,NA
123500,NA,NA,BULK,NA,NA
123501,1800417,NA,BULK,NA,NA
123502,1803109,NA,BULK,NA,NA
123503,1803406,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123504,NA,17045152,BULK,NA,NA
123505,NA,17044837,BULK,NA,NA
123506,1803094,NA,BULK,NA,NA
123507,1804117,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123508,1804117,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123509,1804381,NA,BULK,NA,NA
123510,1801445,NA,BULK,NA,NA
123511,1801362,NA,BULK,NA,NA
123512,1800669,NA,BULK,NA,NA
123513,1800669,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123514,1801299,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123515,1801306,NA,BULK,NA,NA
123516,1802431,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123517,1801317,NA,BULK,NA,NA
123518,NA,NA,BULK,NJO,Not on a mapped stream
123519,1800935,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123520,1800934,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123521,1806004,NA,BULK,NA,NA
123522,1803884,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123523,1804042,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123524,1803883,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123525,1804215,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123526,24703765,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123527,1804228,NA,BULK,NA,NA
123528,1804018,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123530,1805364,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123531,NA,17048095,BULK,NA,NA
123532,1805367,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123533,1805357,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123534,NA,NA,BULK,NA,NA
123535,1805335,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123536,NA,NA,BULK,NA,NA
123537,1805362,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123538,1805343,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123539,1805340,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123541,1805360,NA,BULK,NA,NA
123542,NA,NA,BULK,NA,NA
123543,1805349,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123544,1801300,NA,BULK,NA,NA
123545,NA,17054009,BULK,NA,NA
123546,1801278,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123547,1803089,NA,BULK,NA,NA
123548,1803090,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123549,1801346,NA,BULK,NA,NA
123550,NA,NA,BULK,NA,NA
123551,NA,NA,BULK,NA,NA
123552,NA,NA,BULK,NA,NA
123553,1804354,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123554,NA,NA,BULK,NA,NA
123555,NA,NA,BULK,NA,NA
123556,NA,NA,BULK,NA,NA
123557,NA,NA,BULK,NA,NA
123558,1803097,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123559,1803098,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123560,1803082,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123561,NA,NA,BULK,NA,NA
123563,NA,NA,BULK,NA,NA
123564,1803108,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123565,1800371,NA,BULK,NA,NA
123566,1801342,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123567,1803948,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123568,1803949,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123569,1803950,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123570,1803951,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123571,1800974,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123572,1800975,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123573,NA,NA,BULK,NA,NA
123574,1805414,NA,BULK,NA,NA
123575,1804039,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123576,NA,NA,BULK,NA,NA
123577,1803103,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123578,24704258,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123579,NA,NA,BULK,NA,NA
123580,1805311,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123581,NA,17051575,BULK,NA,NA
123582,1805633,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123583,1801332,NA,BULK,NA,NA
123584,1800405,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123585,1804233,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123586,1804320,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123587,1804322,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123588,1804319,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123589,1801900,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123590,1804691,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123591,1801967,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123592,1802512,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123593,1806238,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123594,1800900,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123595,1804961,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123596,1805931,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123597,1801984,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123598,1804682,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123599,NA,17055100,BULK,NA,NA
123600,NA,NA,BULK,NA,NA
123621,NA,17070585,BULK,NA,NA
123622,1802478,NA,BULK,NA,NA
123623,NA,NA,BULK,NA,NA
123625,1802447,NA,BULK,NA,NA
123626,NA,NA,BULK,NA,NA
123627,1803742,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123628,1803748,NA,BULK,NA,NA
123629,1803743,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123630,1803745,NA,BULK,NA,NA
123631,1805783,NA,BULK,NA,NA
123632,1804906,NA,BULK,NA,NA
123633,1802455,NA,BULK,NA,NA
123634,1801313,NA,BULK,NA,NA
123635,1802435,NA,BULK,NA,NA
123636,1801311,NA,BULK,NA,NA
123637,1802436,NA,BULK,NA,NA
123639,1801312,NA,BULK,NA,NA
123640,1800552,NA,BULK,NA,NA
123641,1800553,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123642,1802456,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123643,1801314,NA,BULK,NA,NA
123644,NA,NA,BULK,NJO,Not on a mapped stream
123645,NA,NA,BULK,NA,NA
123646,1801315,NA,BULK,NA,NA
123647,1802457,NA,BULK,NA,NA
123648,NA,NA,BULK,NJO,Not on a mapped stream
123649,NA,NA,BULK,NA,NA
123650,1802279,NA,BULK,NA,NA
123651,1802281,NA,BULK,NA,NA
123653,NA,NA,BULK,NA,NA
123654,1802307,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123655,1802421,NA,BULK,NA,NA
123656,1802420,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123657,NA,17074579,BULK,NA,NA
123660,1800396,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123661,1801421,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123662,1800395,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123663,1800394,NA,BULK,NA,NA
123664,1800393,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123665,NA,NA,BULK,NA,NA
123666,1801428,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123667,1800672,NA,BULK,NA,NA
123668,1800391,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123669,NA,17043327,BULK,NA,NA
123670,NA,17043325,BULK,NA,NA
123671,1802973,NA,BULK,NA,NA
123672,1800019,NA,BULK,NA,NA
123673,1800148,NA,BULK,NA,NA
123674,1802890,NA,BULK,NA,NA
123675,1801353,NA,BULK,NA,NA
123676,1800018,NA,BULK,NA,NA
123677,NA,NA,BULK,NA,NA
123678,1800146,NA,BULK,NA,NA
123679,1805944,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123680,1805945,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123681,1805078,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123682,1806072,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123683,NA,NA,BULK,NJO,Not on a mapped stream
123684,1805074,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123685,NA,NA,BULK,NJO,Not on a mapped stream
123686,1805942,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123687,NA,NA,BULK,NJO,Not on a mapped stream
123688,NA,NA,BULK,NA,NA
123689,NA,NA,BULK,NA,NA
123690,1805070,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123691,1800332,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123692,1800331,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123693,24703653,NA,BULK,NA,NA
123694,24703652,NA,BULK,NA,NA
123695,1801535,NA,BULK,NA,NA
123696,1801540,NA,BULK,NA,NA
123697,NA,17039631,BULK,NA,NA
123698,1801539,NA,BULK,NA,NA
123699,NA,17040032,BULK,NA,NA
123700,1800741,NA,BULK,NA,NA
123701,1800334,NA,BULK,NA,NA
123702,24700294,NA,BULK,NA,NA
123703,NA,NA,BULK,NJO,Not on a mapped stream
123704,24703641,NA,BULK,NA,NA
123705,1801579,NA,BULK,NA,NA
123706,1800336,NA,BULK,NA,NA
123707,1800335,NA,BULK,NA,NA
123708,1801512,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123709,1802898,NA,BULK,NA,NA
123710,1801584,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123711,NA,17040129,BULK,NA,NA
123712,NA,NA,BULK,NJO,Not on a mapped stream
123713,1801516,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123714,1801513,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123715,1803231,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123716,1800333,NA,BULK,NA,NA
123717,1800119,NA,BULK,NA,NA
123718,NA,NA,BULK,NA,NA
123719,1803243,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123720,1803227,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123721,1800340,NA,BULK,NA,NA
123722,1800341,NA,BULK,NA,NA
123723,24703643,NA,BULK,NA,NA
123724,1803218,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123725,1800342,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123726,1802193,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123727,1803121,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123728,1805824,NA,BULK,NA,NA
123729,1806228,NA,BULK,NA,NA
123730,1803908,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123731,1805218,NA,BULK,NA,NA
123732,1805211,NA,BULK,NA,NA
123733,1805221,NA,BULK,NA,NA
123734,1804012,NA,BULK,NA,NA
123735,1803757,NA,BULK,NA,NA
123736,1805089,NA,BULK,NA,NA
123737,1804593,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123738,1804594,NA,BULK,NA,NA
123739,NA,17031106,BULK,NA,NA
123740,1800344,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123741,NA,NA,BULK,NA,NA
123742,1804426,NA,BULK,NA,NA
123744,1803187,NA,BULK,NA,NA
123745,NA,NA,BULK,NA,NA
123746,1805371,NA,BULK,NA,NA
123747,1805370,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123760,1802768,NA,BULK,NA,NA
123761,1802840,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123762,1805216,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123763,1805220,NA,BULK,NA,NA
123764,1805232,NA,BULK,NA,NA
123765,1805219,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123766,1804382,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123767,NA,NA,BULK,NA,NA
123768,1805229,NA,BULK,NA,NA
123769,1805229,NA,BULK,NA,NA
123770,1800045,NA,BULK,NA,NA
123771,1801674,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123772,1801674,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123773,1801673,NA,BULK,NA,NA
123774,1800629,NA,BULK,NA,NA
123775,1800161,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123776,24703647,NA,BULK,NA,NA
123777,NA,17027328,BULK,NA,NA
123778,1800377,NA,BULK,NA,NA
123779,1805284,NA,BULK,NA,NA
123780,1804756,NA,BULK,NA,NA
123781,24700233,NA,BULK,NA,NA
123782,1805745,NA,BULK,NA,NA
123783,24703954,NA,BULK,NA,NA
123784,NA,NA,BULK,NJO,Not on a mapped stream
123785,1802297,NA,BULK,NA,NA
123786,1804665,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123787,1804666,NA,BULK,NA,NA
123788,1802406,NA,BULK,NA,NA
123789,NA,NA,BULK,NA,NA
123790,NA,NA,BULK,NA,NA
123791,NA,NA,BULK,NA,NA
123792,NA,NA,BULK,NJO,Not on a modelled stream
123793,1802194,NA,BULK,NA,NA
123794,1802384,NA,BULK,NA,NA
123795,1802385,NA,BULK,NJO,Matched to closest stream model (Manual Review)
123796,1801872,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123797,1804786,NA,BULK,NA,NA
123798,1804497,NA,BULK,NA,NA
123799,1806056,NA,BULK,NA,NA
123800,1804975,NA,BULK,SN,matched to nearest modelled crossing within 15m (instream)
123801,1801781,NA,BULK,NJO,Matched to closest stream model (Manual Review)
